1	100	425	2	4	0	0	0	1
1	0
1	0
0.000000000000000	0.000000000031000	0.000000000062000	0.000000000093000	0.000000000124000	0.000000000155000	0.000000000186000	0.000000000217000	0.000000000248000	0.000000000279000	0.000000000310000	0.000000000341000	0.000000000372000	0.000000000403000	0.000000000434000	0.000000000465000	0.000000000496000	0.000000000527000	0.000000000558000	0.000000000589000	0.000000000620000	0.000000000651000	0.000000000682000	0.000000000713000	0.000000000744000	0.000000000775000	0.000000000806000	0.000000000837000	0.000000000868000	0.000000000899000	0.000000000930000	0.000000000961000	0.000000000992000	0.000000001023000	0.000000001054000	0.000000001085000	0.000000001116000	0.000000001147000	0.000000001178000	0.000000001209000	0.000000001240000	0.000000001271000	0.000000001302000	0.000000001333000	0.000000001364000	0.000000001395000	0.000000001426000	0.000000001457000	0.000000001488000	0.000000001519000	0.000000001550000	0.000000001581000	0.000000001612000	0.000000001643000	0.000000001674000	0.000000001705000	0.000000001736000	0.000000001767000	0.000000001798000	0.000000001829000	0.000000001860000	0.000000001891000	0.000000001922000	0.000000001953000	0.000000001984000	0.000000002015000	0.000000002046000	0.000000002077000	0.000000002108000	0.000000002139000	0.000000002170000	0.000000002201000	0.000000002232000	0.000000002263000	0.000000002294000	0.000000002325000	0.000000002356000	0.000000002387000	0.000000002418000	0.000000002449000	0.000000002480000	0.000000002511000	0.000000002542000	0.000000002573000	0.000000002604000	0.000000002635000	0.000000002666000	0.000000002697000	0.000000002728000	0.000000002759000	0.000000002790000	0.000000002821000	0.000000002852000	0.000000002883000	0.000000002914000	0.000000002945000	0.000000002976000	0.000000003007000	0.000000003038000	0.000000003069000	0.000000003100000
270.034491	0.017639	0.015239	0.016576	0.015844	0.016033	0.016024	0.015620	0.016715	0.017477	0.015155	0.015859	0.017638	0.014973	0.015162	0.015686	0.015857	0.015786	0.014161	0.017038	0.016047	0.017002	0.015281	0.015045	0.015663	0.015014	0.015176	0.012864	0.015254	0.014442	0.014430	0.016764	0.013426	0.015682	0.015611	0.014095	0.014291	0.015084	0.014047	0.014595	0.012853	0.013760	0.013279	0.013671	0.013610	0.014799	0.012726	0.014013	0.013793	0.014281	0.014055	0.011705	0.012125	0.012244	0.012496	0.012062	0.011487	0.011796	0.013426	0.012777	0.011582	0.011909	0.012794	0.011053	0.011369	0.012978	0.011165	0.011325	0.010470	0.010039	0.011988	0.010497	0.010163	0.011705	0.011036	0.012455	0.011318	0.010635	0.010112	0.011510	0.009837	0.010862	0.011280	0.009891	0.010339	0.010141	0.010390	0.010187	0.010221	0.010476	0.011093	0.010019	0.010702	0.009246	0.010813	0.009760	0.009868	0.010779	0.010249	0.010450	0.008626
271.006905	0.017747	0.017124	0.015621	0.015244	0.016159	0.014375	0.015030	0.015907	0.015262	0.015701	0.013968	0.016991	0.015626	0.015591	0.016331	0.017020	0.016025	0.015593	0.015802	0.015115	0.017312	0.014935	0.014979	0.014509	0.014894	0.015775	0.013830	0.015785	0.014301	0.015377	0.016104	0.013800	0.015763	0.017089	0.013016	0.013244	0.014817	0.013660	0.013951	0.013675	0.013066	0.012703	0.012794	0.013662	0.014830	0.012540	0.011951	0.013187	0.011211	0.013591	0.013088	0.014770	0.013044	0.013121	0.012564	0.013438	0.013265	0.011354	0.010766	0.011660	0.013571	0.012236	0.012130	0.011121	0.012271	0.011345	0.011373	0.011407	0.010865	0.011017	0.012411	0.010708	0.012427	0.012063	0.012057	0.012169	0.012457	0.009927	0.012896	0.010353	0.009589	0.010604	0.011817	0.011837	0.010375	0.010803	0.009264	0.010810	0.012004	0.010513	0.010786	0.009211	0.011204	0.010099	0.011546	0.010295	0.009753	0.009644	0.007564	0.009818
271.979319	0.017837	0.015895	0.015960	0.015586	0.015938	0.015926	0.015376	0.016440	0.017232	0.015685	0.015828	0.017368	0.014977	0.015608	0.015792	0.016881	0.015178	0.014156	0.017056	0.016099	0.016955	0.014961	0.014742	0.015332	0.014736	0.015398	0.012882	0.015114	0.014349	0.014678	0.016281	0.013300	0.015397	0.015999	0.013399	0.014074	0.014950	0.014143	0.014448	0.013364	0.013686	0.013105	0.012998	0.013533	0.014307	0.012423	0.014040	0.013661	0.014594	0.013984	0.012023	0.012089	0.012782	0.012150	0.012552	0.012237	0.012125	0.012875	0.012269	0.011157	0.012481	0.013028	0.011670	0.011426	0.012691	0.011398	0.011972	0.010941	0.010746	0.012067	0.010645	0.010331	0.011893	0.011582	0.012011	0.011358	0.010534	0.009647	0.011668	0.010217	0.010662	0.010895	0.010589	0.010295	0.009878	0.010672	0.009829	0.010193	0.010708	0.011043	0.010383	0.010583	0.009624	0.010463	0.009869	0.009788	0.010222	0.009927	0.009757	0.008780
272.951733	0.017968	0.015632	0.016076	0.015958	0.015919	0.016253	0.015676	0.016579	0.017162	0.015708	0.015929	0.017452	0.015080	0.014973	0.015648	0.016617	0.015284	0.014347	0.016394	0.015815	0.016626	0.015501	0.014930	0.015341	0.015018	0.015485	0.012828	0.015479	0.014435	0.014891	0.016384	0.013790	0.015777	0.016061	0.013481	0.014016	0.014874	0.013922	0.014440	0.013163	0.013597	0.013200	0.013204	0.013724	0.014458	0.012499	0.013710	0.013320	0.014058	0.014016	0.011858	0.012022	0.012927	0.012689	0.011847	0.011704	0.012239	0.013144	0.012693	0.011836	0.012398	0.012671	0.011884	0.011726	0.012866	0.011475	0.011469	0.011160	0.010554	0.011258	0.011110	0.010068	0.011862	0.011633	0.012123	0.011508	0.010825	0.010109	0.011748	0.010199	0.010595	0.011205	0.010283	0.010285	0.010417	0.010475	0.009955	0.010332	0.010862	0.010894	0.010432	0.010241	0.010366	0.010736	0.010429	0.009794	0.010427	0.009653	0.009749	0.008830
273.924147	0.017258	0.015974	0.016141	0.015984	0.016501	0.015628	0.015122	0.016220	0.017033	0.015691	0.015647	0.017255	0.015268	0.015180	0.015305	0.017181	0.015799	0.014661	0.016409	0.016181	0.016457	0.015172	0.014635	0.015038	0.014738	0.015459	0.013548	0.015167	0.014288	0.015275	0.015849	0.013398	0.015327	0.015895	0.013866	0.013465	0.014780	0.013513	0.014308	0.013749	0.013656	0.012725	0.013563	0.013571	0.014302	0.012717	0.013280	0.013141	0.013282	0.014423	0.011944	0.012476	0.012538	0.012774	0.012730	0.012229	0.012184	0.011929	0.011677	0.011524	0.012308	0.012868	0.011846	0.011154	0.012510	0.011117	0.011735	0.011084	0.010568	0.011502	0.011179	0.010322	0.011941	0.011612	0.012268	0.011691	0.010856	0.009949	0.011770	0.010163	0.010241	0.010673	0.010348	0.010795	0.009915	0.010832	0.009906	0.010286	0.010911	0.010964	0.010526	0.010448	0.010032	0.010323	0.011203	0.010238	0.010147	0.009795	0.009510	0.008927
274.896561	0.018289	0.015219	0.016428	0.016062	0.015831	0.016011	0.015840	0.016214	0.017793	0.015299	0.016333	0.017815	0.015122	0.014843	0.015710	0.017229	0.015380	0.013550	0.016548	0.016159	0.016072	0.015570	0.015028	0.015726	0.015071	0.015171	0.013104	0.015373	0.014813	0.015164	0.016520	0.013397	0.015418	0.015737	0.013768	0.014530	0.015350	0.014284	0.014900	0.013235	0.013575	0.013271	0.013210	0.013307	0.013907	0.012757	0.014075	0.013810	0.014604	0.014437	0.011626	0.011120	0.012353	0.012108	0.012189	0.011323	0.011720	0.013465	0.012834	0.011715	0.012308	0.013069	0.011819	0.011196	0.012838	0.011901	0.011703	0.011081	0.010215	0.012231	0.010261	0.010115	0.012255	0.011845	0.012694	0.011550	0.010630	0.009930	0.011872	0.009910	0.011489	0.011359	0.009616	0.010047	0.009821	0.011023	0.009947	0.010314	0.010327	0.011174	0.010405	0.011003	0.009565	0.010938	0.010462	0.009666	0.010701	0.009857	0.010526	0.008347
275.868975	0.018059	0.014606	0.016597	0.016417	0.015321	0.016676	0.016061	0.016556	0.018550	0.015150	0.016889	0.017951	0.015010	0.014908	0.015307	0.016608	0.015529	0.013075	0.016813	0.016508	0.016339	0.016009	0.015261	0.016003	0.015239	0.015329	0.012569	0.015244	0.014739	0.014629	0.016469	0.013075	0.015589	0.014898	0.014070	0.014332	0.015400	0.014832	0.014591	0.013219	0.013756	0.013811	0.013513	0.013311	0.014037	0.012862	0.015079	0.014137	0.015935	0.014990	0.011312	0.010845	0.012121	0.012279	0.012300	0.011439	0.011542	0.014043	0.013772	0.011862	0.011459	0.013374	0.011587	0.011448	0.013388	0.011703	0.012008	0.010612	0.009856	0.012434	0.010268	0.009977	0.011684	0.011487	0.012859	0.011197	0.009954	0.010025	0.011409	0.010193	0.011743	0.011769	0.009281	0.009377	0.009849	0.010980	0.010015	0.009499	0.009652	0.010862	0.010151	0.011282	0.009449	0.011236	0.009679	0.009698	0.010999	0.010409	0.011360	0.008220
276.841389	0.017948	0.014753	0.016658	0.015747	0.015508	0.016290	0.015454	0.016161	0.017564	0.015268	0.016366	0.017631	0.015081	0.014736	0.015132	0.016485	0.015904	0.013990	0.016593	0.016061	0.016656	0.015678	0.015009	0.015496	0.015350	0.015169	0.013053	0.014828	0.014186	0.014995	0.016310	0.013102	0.014960	0.015550	0.013778	0.014150	0.015134	0.014278	0.014629	0.013053	0.013436	0.013606	0.013282	0.013569	0.014275	0.012236	0.014556	0.014368	0.014815	0.014357	0.011773	0.011388	0.012640	0.012674	0.011967	0.011735	0.012189	0.013416	0.012850	0.011719	0.011795	0.013223	0.011448	0.011183	0.012767	0.011894	0.011902	0.010819	0.010376	0.011738	0.010175	0.010457	0.011989	0.011215	0.012803	0.011539	0.010231	0.010079	0.011869	0.010089	0.011204	0.011227	0.009446	0.010076	0.009891	0.010787	0.009753	0.010529	0.010345	0.011011	0.010021	0.010864	0.009112	0.010527	0.009512	0.009443	0.010209	0.009922	0.010888	0.008534
277.813803	0.017518	0.015595	0.015887	0.015876	0.015773	0.015618	0.015679	0.016269	0.016704	0.015480	0.015606	0.017374	0.015468	0.015045	0.015974	0.016142	0.015531	0.014417	0.016511	0.015954	0.017004	0.015079	0.014753	0.015368	0.015044	0.015547	0.013152	0.015116	0.014561	0.014971	0.016018	0.013527	0.015447	0.015532	0.013788	0.013984	0.015040	0.013866	0.014726	0.013062	0.013739	0.013268	0.013076	0.013427	0.014352	0.012868	0.013617	0.013679	0.013824	0.014248	0.012367	0.012337	0.013048	0.012901	0.012249	0.011932	0.011913	0.012949	0.011885	0.011856	0.012739	0.012864	0.011403	0.010954	0.013005	0.011614	0.011387	0.011409	0.010618	0.011690	0.010702	0.010562	0.012297	0.011815	0.012104	0.011656	0.010516	0.009716	0.012141	0.010113	0.010436	0.011236	0.010147	0.010682	0.010207	0.010798	0.009601	0.010434	0.010883	0.010956	0.010333	0.010269	0.009651	0.010575	0.010644	0.009884	0.010222	0.010003	0.009365	0.008767
