Wavelength (nm)	355 nm LED	375 nm LED	405 nm LED	420 nm LED	450 nm LED	470 nm LED	490 nm LED
400.0	0.04635084427068287	0.04932497887182569	0.3393676739289288	0.030065076457816968	0.0002143279053935023	-0.0004913732102012265	-0.000250225974762941
401.0	0.039543024498914614	0.042059033189284355	0.3974592803504259	0.03660036759552696	0.00023089989269006343	-0.00042341902582618767	-0.00019099010074676224
402.0	0.036960133579093286	0.039284200375765986	0.5073655994110955	0.049180491048054435	0.00032893494397698633	-0.00046223615963586246	-0.00017534772708880614
403.0	0.032004817420372735	0.03343359521269755	0.57749788508794	0.05911216891236417	0.0004751898749671019	-0.0004754494732643433	-0.00017100974641589997
404.0	0.029439968425741432	0.030466314907625046	0.6856451082199155	0.0747875958919369	0.0007900616019895007	-0.00041209332843034904	-0.0001959905316702025
405.0	0.026351739476518574	0.026325764096242647	0.7628987061317617	0.09007131129105639	0.0009836395570484585	-0.00039815400855854716	-0.00023714792465546856
406.0	0.023535299996827626	0.023111790277377597	0.8426845705401048	0.10943554218255601	0.001390796141489782	-0.0004415401416595325	-0.00021483830976625905
407.0	0.021530829212733513	0.021382463710195823	0.9276080716727844	0.13575784190571305	0.0017339823151982304	-0.0005550681579487699	-8.140800768940923e-05
408.0	0.01943434929942865	0.01886892734810203	0.9824953126445477	0.16581353295773427	0.00226872256620672	-0.00037211458463135694	-0.00019673845937242374
409.0	0.017439450465898374	0.016786923815071127	1.0	0.19888068053310293	0.0029891357438510823	-0.00038526013767712627	-0.00019622132078974587
410.0	0.015903882166377017	0.014795916267699315	0.9785877420388326	0.23453523853847102	0.0038703083097578203	-0.0005363275167877913	-0.00016129523403214798
411.0	0.01476671333772227	0.013135163996984632	0.9186457846708954	0.2718851740051951	0.0048570558637003975	-0.0003328134466594714	-0.00011021390890650689
412.0	0.01365592159267893	0.012294446784476455	0.8778507116490675	0.3291592267824148	0.00610124066857747	-0.00028768489857450643	-6.0825037324184245e-05
413.0	0.0125892323314339	0.011096777012467678	0.8196172077606119	0.3927122047944044	0.007867871659174519	-0.0003599951204094838	-8.974415133391813e-06
414.0	0.01132723541998179	0.009987915074334879	0.7205451320250592	0.4444168954122399	0.009898702033453432	-0.00034501035154729673	4.9030583578555675e-05
415.0	0.010460660299735216	0.00924353147296518	0.658848319476106	0.5197591843912217	0.012557402782753283	-0.00030062716987214557	0.00010183427935560874
416.0	0.009551014332738292	0.008412628899417327	0.5867202869767888	0.5862798024974967	0.015593274978560378	-0.00023942000351838424	0.0001561167350467765
417.0	0.008963233263115954	0.00755737283740452	0.5129240673265052	0.6383167391472888	0.01950694264228826	-0.00019339604773332587	0.00026951967019434833
418.0	0.008628871489683708	0.007144837560433657	0.4829739932295433	0.7415054271769688	0.025343889435153442	-0.0002327988265792777	0.00030428334979375
419.0	0.007949972250119326	0.0065228302386003715	0.43539839401270564	0.8087059571046055	0.03153970943855274	-0.0001901774200545935	0.00042060106604371324
420.0	0.007151332774107469	0.005710353001720117	0.3831724091767325	0.8509726729095655	0.0381191772972875	-2.8762031955760995e-05	0.0004544501369101019
421.0	0.006745916999000227	0.0053037138324828524	0.3298329718584108	0.8729016820064138	0.045456567534798535	-8.070854021052811e-06	0.0003909831290356093
422.0	0.006307899148549309	0.004998919853352442	0.30989159132963123	0.956121292250019	0.05833157304463113	-1.9004508045502216e-05	0.0005195326686213927
423.0	0.005752925309365418	0.004531552605548245	0.26461253840867466	0.9520576390085284	0.0681954770350704	0.00010000243536001365	0.0005735373225945816
424.0	0.005595612382707016	0.004515830414545809	0.24200287722672828	1.0	0.08621127491451612	0.00035512586930537023	0.0007019714676205816
425.0	0.00531084538803834	0.004007082836106473	0.2034131481115239	0.9543583663027887	0.09996611961196732	0.0005434470487817544	0.000882025445717822
426.0	0.00492475522285705	0.0035127711083953674	0.17760472779812195	0.9260453372049146	0.11958406674602666	0.0007547439058385051	0.0011170713423552011
427.0	0.004728861415236381	0.003492171353114863	0.15675720114722055	0.8880417698260356	0.1437934543949493	0.0011491104972116068	0.0011098912364138453
428.0	0.004553424501349879	0.003519660582105845	0.13904940663041596	0.8390277218746072	0.17378908871468243	0.0013027576185068784	0.00116583622854024
429.0	0.0041738875760525	0.0030051931382836148	0.11247202879767493	0.7088899541420838	0.18783236773988105	0.0015930778351285354	0.0012305170162286144
430.0	0.0038430134392310805	0.002795982023654758	0.10314847773648574	0.6645866034049129	0.23010322147462184	0.002092802452532687	0.0012926762190923582
431.0	0.004040947074651019	0.0027840890982728113	0.09320792143287775	0.6039245591023735	0.27416316727469564	0.0027780749055637214	0.0013857269729942497
432.0	0.003439432336828367	0.0024261569059654616	0.08054138150055426	0.5251872429883107	0.3123105645266387	0.0034099423393359187	0.0013803418935382395
433.0	0.0033401372709667876	0.002290610516219729	0.07498688842049127	0.48723358256634935	0.38018063054606505	0.004391454379892502	0.001522747328041792
434.0	0.003133135780358646	0.0023486102716428515	0.06817353590236165	0.4437410236778689	0.4500143738820552	0.005539488052459303	0.0017246878076424262
435.0	0.0030125045846425033	0.0021688430738949324	0.05759039137427845	0.38037659779679556	0.49673053225229935	0.0067749328767221775	0.0017251365642637518
436.0	0.0028297113952154944	0.0021239012744579578	0.05104121998581606	0.34112216477100327	0.5713413810930098	0.007918392709956019	0.0016919285742849801
437.0	0.002766318470936096	0.00191841871553488	0.045805489311018084	0.3127909718620658	0.6642528469396618	0.010108753546061736	0.001793796327327966
438.0	0.0025010529334174403	0.0016778479067839913	0.03953087240300277	0.2757513051278302	0.7302934068327804	0.012138521801144376	0.0017762948190959082
439.0	0.002460432224655886	0.0016804915420450023	0.035044931400442875	0.24971264051308822	0.8113482229320728	0.01502512262459692	0.0019522074146591242
440.0	0.002361254390277014	0.0017507504407217208	0.031187017152384807	0.22402085411949377	0.8810370248734197	0.01845390491056329	0.0019813509518103734
441.0	0.002398182307332972	0.0016388525700379917	0.027353492050819658	0.19959088471668557	0.9318333089004842	0.022148347401086316	0.0021635204968367696
442.0	0.002191385971819589	0.0015916379309350622	0.024993985471035138	0.18266496514884623	0.9969436469549506	0.02722783556237135	0.002145365086099338
443.0	0.0020948458458018623	0.0014286252008153004	0.02180087697658553	0.15950697651243217	1.0	0.03231423530309279	0.0022192176043532796
444.0	0.0020890428874073544	0.0014928415046097472	0.019444727539963878	0.1392455147017923	0.9805909527661517	0.03836047337798679	0.002476932121176931
445.0	0.0019356337691234394	0.0014374693624157324	0.017889339845285512	0.12850341528404643	0.9941926970637234	0.0471906840337772	0.002670641122180496
446.0	0.0018985124201210007	0.0012974047596784595	0.01541952119746409	0.10841879156277401	0.9041905197800246	0.05331933833741373	0.0028883137267633557
447.0	0.0020858776373739773	0.0014427428997675332	0.014250462569083217	0.09785868673393174	0.8640974537551874	0.06358193027103082	0.0033122348745116396
448.0	0.0018164093511999111	0.0014063225324316012	0.012568633561617838	0.08511311315269265	0.7830454353692682	0.07294741080989847	0.003601028992767162
449.0	0.0017398103003923987	0.001162174232846997	0.011305716190602205	0.07599804685197953	0.7238062952624436	0.08515930046658853	0.003931826730779625
450.0	0.0015615012151793256	0.001090651882513074	0.0097347726246346	0.06472172745022461	0.634547143029864	0.09359903592447043	0.004365556416108511
451.0	0.0014927156426949334	0.0010003562885335094	0.00888130484300253	0.061300434222922695	0.6156930152987956	0.11429996654304661	0.004903380542096716
452.0	0.0015520054650792231	0.001183927574423224	0.007746114027700991	0.05044173877897502	0.52231135899648	0.12140031244278784	0.005898457748116918
453.0	0.0013859353466618438	0.0009967993974550754	0.006847463309375483	0.046734132711184984	0.49936144238209695	0.14541375302744156	0.00662375102113584
454.0	0.001318832045954439	0.0009386256885429165	0.006145055890391355	0.040373631985374504	0.4439421453471307	0.1608200120742535	0.007465669729230789
455.0	0.00128253717890515	0.0009428280386201408	0.0054700706804107335	0.03630659634547555	0.41362826617077747	0.1879074211736364	0.008540531588651715
456.0	0.0013044829124698376	0.0008348029219291467	0.005010873326006719	0.03416633401103041	0.40103612734066263	0.22893746073329194	0.010431463774778695
457.0	0.001173863594426178	0.0008900926651020364	0.004419251631396724	0.028357761119723126	0.33984549286770993	0.24469446791637867	0.01162264335044961
458.0	0.0010259409095334444	0.0009074788585587898	0.004048204214298503	0.02659881446473922	0.32382638135423425	0.2952056843698374	0.014291181010025395
459.0	0.0010354366596335503	0.0008885270837007255	0.003635076171020348	0.02373332611848287	0.2995234191218701	0.34933276039804617	0.016358128364657734
460.0	0.0010900899768763685	0.0006756904121424925	0.0032151673633340717	0.020422356005300544	0.25801687687020336	0.3840313866304286	0.01850939067762984
461.0	0.0010010409426042795	0.000894130217137015	0.002986914867301331	0.01885570864809861	0.2371770313969416	0.4516637469579278	0.022113855146661317
462.0	0.0009999858592598205	0.0007221634600553243	0.0026582472277539545	0.016454802671548422	0.2032344584504787	0.49529904540162384	0.02548829979321441
463.0	0.0009919672258419541	0.000740044047638805	0.0023851220260791266	0.014647109686552504	0.18118785800571716	0.5608324926394274	0.02907553200798668
464.0	0.0008206216907022943	0.0005591781962759341	0.0021437068697247046	0.013538578349157221	0.16940003200732304	0.6585919050058553	0.035090973479183336
465.0	0.0008005751071576286	0.0005384136429531798	0.0019773787074780368	0.012519382122681881	0.15211530639505194	0.734894696535115	0.04112287790757411
466.0	0.0010126468593932901	0.0006316893348633274	0.0018242132055530528	0.010966562806034398	0.13063415358580557	0.766898677994782	0.045808050893721655
467.0	0.0009900680758219399	0.0007255418199213463	0.0016401353952968454	0.010176076401390807	0.12331876409004976	0.8698363734520896	0.056396194120141976
468.0	0.000780950556950746	0.0006576450265167685	0.0015008305735590823	0.009213684571725361	0.10996074229530632	0.9131787719369759	0.06480461104217917
469.0	0.0007442336565636743	0.0006537722725240298	0.0013942329683782153	0.008425685224735484	0.0995783922540116	0.9536663977121219	0.07480224184139392
470.0	0.0008275852407757069	0.0007774532032282117	0.0013755858662558367	0.0077185649926430665	0.08956962623668675	0.9690754446229063	0.08429567534411206
471.0	0.0009216241986298114	0.0007217708529546835	0.001217434508148394	0.007056720913648236	0.08193073843921678	0.991844503673505	0.09809802316369233
472.0	0.0009107258083188394	0.0007410328358922663	0.0011070476522688636	0.006521693367389304	0.07525314355597273	1.0	0.11312985250223347
473.0	0.0011595144609415882	0.0011100156524767946	0.0010956799001728735	0.005994337662504384	0.06917551007691874	0.987548876766011	0.13165037162678003
474.0	0.001010958726042163	0.0008001129340367713	0.00103335669789219	0.005475040024417386	0.06298158696287016	0.9555302590204784	0.1512785246657213
475.0	0.000808804757244385	0.0005932089919993325	0.0009770165230304603	0.005072833060665332	0.05892273583284813	0.9462168766896324	0.18005300437158817
476.0	0.0007758861568973584	0.0008909990543343771	0.0009169868145937156	0.00478085249212408	0.05338754921383775	0.9009440566439961	0.2076387662523916
477.0	0.0007699776901684012	0.0006572330314111618	0.0008562590862914261	0.004384316019822398	0.048126514695017865	0.8456601913079296	0.23521929691315233
478.0	0.000800848187552662	0.00071159215034549	0.0007150655049174814	0.0039228234535071274	0.042934717804664645	0.7787739023280675	0.26101568287098226
479.0	0.0007666014234661449	0.000639517241869928	0.0007476671386375743	0.0036521262465809457	0.03963694275451721	0.7445077742432047	0.30030044388972343
480.0	0.0008136581406288821	0.0006910166300711938	0.0006550299307675811	0.0033956608613341503	0.03644340651290266	0.7065996196103388	0.3411041140844399
481.0	0.0008366589575380246	0.0008150271568598571	0.0005917095572504156	0.0031476514721098465	0.0327782829431334	0.6561429407458783	0.3798709933694773
482.0	0.0008377140408824823	0.0005385784409954267	0.0006345879204195146	0.0029491842713467126	0.02969675047773002	0.6222381587801932	0.4298076044621845
483.0	0.0008001530738198474	0.0006859078907616254	0.0006757710924865879	0.0027081386435526852	0.027027946213186594	0.5880922265807254	0.48080415305125035
484.0	0.0007843392363982358	0.000798450412610606	0.0005992763272214295	0.002499143874039054	0.02449997862972992	0.5529184335327105	0.529709290639012
485.0	0.0009417452586458485	0.0007891538642275399	0.0005976925846693573	0.002277181293324161	0.022338073808260202	0.523703197504397	0.5826252354056135
486.0	0.0008655682411761206	0.0006207302650540934	0.0005143290692987265	0.0022176908742482936	0.020434009612669272	0.49940086451540033	0.6383543456800389
487.0	0.001057823045653858	0.0006584932517341946	0.0005182854928223349	0.0021474739218096416	0.01857757307326663	0.4726204689361945	0.6898606033528074
488.0	0.0010056833093198862	0.0007098036068870175	0.00039875692298943917	0.0019385435231999905	0.01726161694105369	0.44327715515705723	0.7394033614998233
489.0	0.0009273961251612515	0.0006757728111636185	0.0005288877693514906	0.0017235622596164667	0.015839140410779183	0.41262389379296915	0.7856313453008784
490.0	0.0008613479077982972	0.000718208307041466	0.0004915935651067361	0.0015525521753498828	0.01437594822206048	0.3849532983984489	0.833806112254992
491.0	0.0008764418059966337	0.0007339852960857136	0.00039264191702449166	0.0014119778248639066	0.013072240401959558	0.35651310905400746	0.876385025933067
492.0	0.0008836101663663198	0.0007614677931305351	0.0003518898748743741	0.001316430921710133	0.011892935935785888	0.3284256101260718	0.9192201653118822
493.0	0.0008655806539213536	0.0008148211593070556	0.000412863963129209	0.0011722400968006944	0.010817752627119507	0.30010224458155543	0.9478309340770091
494.0	0.0009479081866519968	0.0007853877442621399	0.00040146981532401495	0.0012035770232369826	0.009781835348191072	0.2746160943534466	0.9738427684658482
495.0	0.001020460682514885	0.0008248302168727621	0.0002756209395657177	0.0011452043171301719	0.008874010623201641	0.25009080911774956	0.9906440579839304
496.0	0.0010571713765293415	0.0008367053699168184	0.0002783924890318481	0.0010321456021443632	0.008057659570485605	0.22906352445738323	1.0
497.0	0.0009649570922238783	0.0008409828485132973	0.00030611971511944775	0.0009670988036751712	0.00732013890663129	0.20763974814266237	0.9964795156188215
498.0	0.0009375249252680257	0.0008537546967872189	0.00031419680213502115	0.0008355831949489248	0.006674259987943828	0.1888728933162574	0.9856435048780112
499.0	0.0010072100769830366	0.0008444242193954604	0.0003100086829417586	0.0007799140668091741	0.0059481766844904655	0.17154238290764254	0.9719364503384187
500.0	0.0010185056751413353	0.0010931238531467372	0.0002439020956755756	0.000654361544551377	0.005449924591786076	0.1567722898209795	0.9584376399890832
501.0	0.00105379510982708	0.0009827915638643272	0.00021707232370081825	0.0005816048673557967	0.0048559129680247545	0.14323312067499624	0.9349560598497216
502.0	0.0010645569599405324	0.0010227550891085152	0.00023013526689884658	0.0005552420562268598	0.004285179440009625	0.13242892808386028	0.9187832815085869
503.0	0.0010506546852841676	0.0008588440480918171	0.00025139554423214623	0.0004941950316548145	0.0038601651106366527	0.12092827684937922	0.8851707830655591
504.0	0.0010161162216847713	0.0008423036563518739	0.0002458524452998916	0.0004230212935070422	0.003390443391599517	0.11049920570529286	0.8499411181102273
505.0	0.0009833155424174172	0.0008467507799918353	0.0003035270699045739	0.00037050341371200416	0.0030778530206714665	0.10010904678759901	0.8049759354416082
506.0	0.0010846035434851997	0.0009031941094604361	0.0002540673765746301	0.0002965880602448294	0.002757842231496507	0.09250863262749809	0.7709636197379929
507.0	0.0010402279792918981	0.0009275502907038631	0.00020828255253680926	0.00029101705110060115	0.002520414058530139	0.08506525105545343	0.7339265501567033
508.0	0.001134614494012415	0.0010482163866352271	0.00023143158950628416	0.0002946978964280346	0.002279540391247528	0.07741322041382731	0.6956054332681476
509.0	0.0011423228087995565	0.00130518015750492	0.00019812020449433857	0.0002850773722335918	0.0019583362845289167	0.07043255251502703	0.6577363870120102
510.0	0.0011278619606078894	0.0010132792016794754	0.00021697260657716906	0.00026624595687001207	0.0017575227914059062	0.0631302963071844	0.6192493146453969
511.0	0.001150142838293763	0.0009988012089682111	0.0001786167082512077	0.0002488248494935782	0.0015986182742706858	0.0579665982546738	0.5891518566754927
512.0	0.001192644077957497	0.0011085324700965576	0.00018306878453648037	0.00018626218272787973	0.0014613699494596222	0.0525324056501508	0.5577704781060755
513.0	0.0011331373773301775	0.0011666237799876004	0.00022255676550151653	0.00011095407697464917	0.001157931147581229	0.04731143339216678	0.5229914809473364
514.0	0.0011909807700968284	0.001396364368378951	0.00027479973972389807	0.00012972404738443248	0.001001245192639887	0.04281553125651486	0.49173640285491077
515.0	0.0013208801489172101	0.0012079735475871306	0.0003169888815971981	7.145374953395538e-05	0.0009021242037134495	0.038970995089372164	0.4609522793752114
516.0	0.0011705618041952905	0.0010983828494948223	0.0002267595489776671	9.582691453995226e-05	0.0007613841645404601	0.035066012496535306	0.42947648995479293
517.0	0.0013040608791320598	0.0012332021890541847	0.00019433681950882647	4.032163961032497e-05	0.0006779149638188155	0.03160216837964142	0.39827873354427196
518.0	0.00119116696127526	0.0011355593490245829	0.00015794006937691689	4.062008652876182e-05	0.0006744862767919311	0.028902296361971763	0.3737116933470994
519.0	0.0011740746110950702	0.0012672329847776024	0.00018586086399865543	6.398173214219668e-06	0.0005554822645675102	0.026080978019918738	0.34597945730509116
520.0	0.001228777579318808	0.001271251148807619	0.00014535811465766148	-1.9484782085069265e-05	0.00037534173734181576	0.02392934150270677	0.32154334241785026
521.0	0.0013969082134441862	0.0013425868895937047	0.00015993441184989488	-3.8020676480386965e-05	0.0003175456710983687	0.021789322793638124	0.30137653662444813
522.0	0.001388653737866977	0.0013000908062003331	0.000167530510386694	-6.044808461615725e-05	0.000275926620851811	0.020121754782724426	0.28209985278818744
523.0	0.0012707016263294002	0.001306282850287586	0.00015398071299672962	-7.673099737226983e-05	0.00018827660690499563	0.018298317501994128	0.2632427299954255
524.0	0.0014429594982433862	0.0014186726915974093	0.00023261059785060524	-6.065290112881639e-05	0.00018974724472289848	0.017031633056143497	0.24528491547181813
525.0	0.0013317040627568017	0.0012498467913208632	0.0002117873161474149	-0.00013954236990333343	0.0002144707673529529	0.015093309130969934	0.2272576877265523
526.0	0.001481103864331784	0.001292035090135329	0.00017130216394588963	-0.00016829275637980117	0.00020489901606960217	0.014069466086385991	0.21097890024983987
527.0	0.0014264505470889576	0.001286349557677914	0.00025067699437056	-0.00022081941402537982	0.00010503850641188224	0.012711776330872315	0.1945365602170771
528.0	0.0014811907535483726	0.0014284272815978933	0.0002646373916814285	-0.00017995851975061446	0.00015739321272910828	0.011675398147903642	0.1800990038108063
529.0	0.001366931433716397	0.0014312264248154195	0.0001808750078162026	-0.00021467491864572065	4.268346293293982e-05	0.010663413774710596	0.1661261480846516
530.0	0.001505519734197015	0.0014176548213365205	0.00021906080046064455	-0.00010550771740036717	-9.377115820712022e-06	0.009775909577872876	0.15358303095407064
531.0	0.0014564273268167353	0.0012878763630692943	0.00024338884577444008	-0.00011636299257109889	-5.055497472189521e-05	0.008993693368816709	0.14263167995681092
532.0	0.0014055971351044146	0.0013341894599411114	0.00017676900860712013	-0.00017330198308931498	-3.34955760342619e-05	0.008136502067950085	0.13160177015336935
533.0	0.0013664969876333913	0.0014466641237727	0.00022665689899744029	-0.0002771439550056283	-0.00019467748087605114	0.007456703986702067	0.12248007909363699
534.0	0.0015233320236004814	0.0016095233655197734	0.0003385453774448615	-0.0002460118450820025	-0.00022056070647108285	0.006716100747263261	0.11429650055208061
535.0	0.0016290265492245215	0.001602926596828775	0.0004034436278009498	-0.00018550319534321705	-0.00018882854418314715	0.006113425028055909	0.10551611944849143
536.0	0.0015381031904228616	0.0015282633896897355	0.00029276348626362407	-0.000237204735037816	-0.00020438369047418782	0.005462510037542214	0.09716893857283937
537.0	0.0015279495648256375	0.0017210867931177771	0.0002729139129443063	-0.00024389930905146587	-0.0001803996885754118	0.004970400798568023	0.09043205031394932
538.0	0.0015793755683089414	0.0016283539653468041	0.00031216433252652484	-0.00019050657015237118	-0.00028070979322317294	0.004504873637599397	0.08308869802694469
539.0	0.001577855007018391	0.0015315714680377145	0.0002947138358879362	-0.00024201792308522013	-0.0002917395768574234	0.0041513427621007485	0.07656483265067031
540.0	0.0017366450503590312	0.0014882271594269065	0.00034141957689122016	-0.0002347469368859529	-0.00028997481147594544	0.0036311806418845493	0.07114823464136683
541.0	0.001588498936052177	0.0016809439288276347	0.0003071344834954053	-0.0002730476247525227	-0.0002611503102451113	0.003252000392871775	0.0655984351078719
542.0	0.0015441854355850177	0.0017445608201350684	0.0003083662832581281	-0.00030397491816349764	-0.00020232479752912646	0.0029047473360653926	0.06029286476617637
543.0	0.001478584077050322	0.001666354455087777	0.00032150548072718547	-0.00033613111065040424	-0.00021408990007232493	0.0026923776980185108	0.05538800768988436
544.0	0.0015100814180686343	0.001573473793778894	0.00036359197262025037	-0.0002473431524142617	-0.00032541718288731856	0.002379921693392111	0.05145674130230263
545.0	0.0016684370153262572	0.0017716192045711837	0.00032520088001535653	-0.0002894329457649591	-0.0002826216223864472	0.0022843194830213373	0.047492689283914716
546.0	0.0018343954190365788	0.0016919708566542463	0.00032745917958035167	-0.00022665668463606135	-0.0003515945360459362	0.002028543212873656	0.04400204910358668
547.0	0.0016625719932055988	0.001588741847692703	0.00028742568729181846	-0.0003226132208151422	-0.00034218245401137793	0.001860477038169321	0.04048258290970001
548.0	0.0015150775480232636	0.001747784075961324	0.0002977933352947474	-0.0003113483126190926	-0.0003774777616409649	0.001640035918946672	0.03727339232329388
549.0	0.0015715555388147282	0.001620889583433385	0.00033515792809737395	-0.00029864968883445454	-0.00040291979589063715	0.001376188167623223	0.03424998697812039
550.0	0.0015146431019402566	0.0018760357288371513	0.0003760126202277156	-0.00023525897816758942	-0.00045306854548100617	0.0011313532386249138	0.03159387572878503
551.0	0.0017077543858387805	0.0016557516398698702	0.00033587647795896416	-0.00020914487280402128	-0.00042453817181375454	0.0010314462382937345	0.028458334023174332
552.0	0.0016475836033417106	0.001747105495787369	0.00028024018867593063	-0.0002908666613535495	-0.00044674480286403155	0.0009087597244220439	0.026379376583772072
553.0	0.0016378085664739642	0.0016716982739576217	0.00021598130105383824	-0.00031083627133745857	-0.00043645033813874943	0.0007186315011706235	0.024110515901200325
554.0	0.0017047132632577102	0.0015586298524738159	0.000322942580450363	-0.00035937778483678993	-0.0004235087253412257	0.0005921782960835906	0.022415799719454035
555.0	0.0015869191321139548	0.0016890560463616255	0.0002849434241336063	-0.00041991968400945215	-0.0004267976062794352	0.0004888144189660216	0.020467783222760407
556.0	0.001497265258619801	0.0017728915423973462	0.00031431998211129346	-0.00031380611077095596	-0.0004476271855547775	0.00037855309429825004	0.018929435925752854
557.0	0.0015224631314344544	0.0016785688982188121	0.0002995383849586047	-0.0002974207897585195	-0.0003999785202548327	0.0003380163221710604	0.017372831193584227
558.0	0.0015294142687626393	0.001668559840653098	0.0002898892868172708	-0.00031708317497344514	-0.0004482154406819375	0.00013174513656807868	0.016201734796590466
559.0	0.0015131225406497138	0.0014295299743805612	0.00035774092374731605	-0.00033695037670102143	-0.00041821442919678497	0.00019057726602702028	0.014848179236851677
560.0	0.0016089179019537101	0.001606724222302262	0.0003014887345829204	-0.0003599922343747628	-0.00041365545196129404	0.0002619650328704929	0.01343253687867879
561.0	0.0016610514319150918	0.0017956239782245679	0.0003908968673606314	-0.0003034628768818527	-0.0004498331422816249	0.0001373054902669646	0.012371201071773958
562.0	0.0014095071498515179	0.001623773549172661	0.0003504527751511995	-0.00034698638582114047	-0.0004229204702140639	9.802428187821953e-05	0.011471734417929267
563.0	0.0013999493360252653	0.0014682090442954914	0.00031781008143901484	-0.000397576064447038	-0.00042968540417640574	-0.0001050183112544401	0.010462190404616007
564.0	0.0013721447867125404	0.001509008677254009	0.00031596238179492546	-0.00038661838101997304	-0.0004648336480241993	-0.00017873783932646648	0.009809011943539147
565.0	0.0014224220470464856	0.0016484183473082484	0.0003541108471738324	-0.00038320166919521867	-0.0005268009778966066	-0.0002407822552331347	0.008807127989772952
566.0	0.0014742396162201964	0.0014716019451652222	0.0003432672765353078	-0.00035026345002362467	-0.0005891025436367211	-0.0002442065199743664	0.00808832067265191
567.0	0.0015367998521738418	0.001697229853002357	0.0003574329738066372	-0.00033070347306503344	-0.0005070409533979157	-0.0003367595041231708	0.007479489924742271
568.0	0.0015197774647394756	0.0015833106359216663	0.00036627331452799845	-0.00034416240057088957	-0.00046482919154596544	-0.0003335526530163046	0.0069316516810457
569.0	0.0014916174595406536	0.0015387813823859017	0.00031637298171583627	-0.0003478056518717645	-0.0004905698098374457	-0.0003869820536612928	0.006332784769990489
570.0	0.0014331844613756379	0.001449972202120674	0.0002911210865799972	-0.0003640885646278774	-0.00046880437013252697	-0.0004040218472545823	0.00582041029821951
571.0	0.0014907485673746352	0.0014546374408165661	0.00026176319223507376	-0.000316878358460788	-0.00048704027907448585	-0.0004526301005575392	0.005362836929147979
572.0	0.0013136525458998342	0.0013450775872776263	0.0003417368586482866	-0.0003562962273054775	-0.0005036183781126233	-0.0005163214247445172	0.0049112677796838075
573.0	0.0013353616850175845	0.001387288358552411	0.000330949278908068	-0.000315990820239282	-0.0005433166862394416	-0.0004242902333181773	0.004473770869938931
574.0	0.0012652710502917585	0.0015723711009962328	0.0003350552781171438	-0.0003557934958653271	-0.0004426270169739168	-0.0004210616408478702	0.0042915228867804
575.0	0.0012833005627367233	0.0013728685298560524	0.00032745917958035167	-0.0003533356977134608	-0.0005332183065565358	-0.0005507434384052158	0.003962399501203852
576.0	0.0012891655848573853	0.0015121471105585026	0.0003486050755071095	-0.00035845611052984585	-0.0005723372725126646	-0.0005638371745347861	0.0035968476369542418
577.0	0.00150725751852905	0.001577460452300812	0.0004248740108157595	-0.00036224521601397475	-0.0006167505346132244	-0.00045962538424320476	0.0033136558114437113
578.0	0.0014116793802665833	0.0014835079427626256	0.0003801279512531811	-0.00029868692820038937	-0.0005499835776805875	-0.0005052333293919311	0.002885498798865912
579.0	0.0013646802131044463	0.0013268124709289056	0.0003513610719459321	-0.00037919223079596636	-0.0005449834090997264	-0.00046309856705216467	0.002595030876692876
580.0	0.0014387598527742852	0.0015471299748290057	0.00045119906483579467	-0.00035123167353799493	-0.00046195030660547336	-0.0005194630517610735	0.0024711740492044908
581.0	0.001304371197762775	0.0013647255677687038	0.00035907537349026637	-0.000403925376339354	-0.0004602746707887115	-0.0005078749050494734	0.0022122486779984395
582.0	0.0013082812125098776	0.0014034894602053816	0.00034295932659462395	-0.00040218443598178354	-0.0005385126027009678	-0.0005161257524735796	0.002132422794297489
583.0	0.0011274463217146244	0.0014310722020486196	0.00027616529552146573	-0.0003842567845634431	-0.0006137736071515392	-0.0005379432106820245	0.0017895535374535313
584.0	0.0012344253783979535	0.0013033911734099727	0.0003705037379555336	-0.00041612126868384073	-0.0005069518238331952	-0.0005994821398887968	0.00155930059465233
585.0	0.0011303755415167443	0.0012213755060225633	0.0003620522229168472	-0.0003808835186656205	-0.0006188094275582888	-0.0006633854423692678	0.0014413903923386384
586.0	0.001012857876062186	0.001159455065149977	0.000407731464117858	-0.0003357214776250893	-0.000514982397614574	-0.0007780004750651783	0.001266058540638329
587.0	0.0011753407111084163	0.001274813694720831	0.0003902809674792699	-0.000353130881200802	-0.00047498104896770654	-0.0007414097604016937	0.0011475867926059626
588.0	0.0011040915534945572	0.0012166254448049449	0.00039715851615447734	-0.0004193890230448456	-0.0005893966712002958	-0.000637556702606815	0.0010101088817876488
589.0	0.0011266827498111458	0.001293135359417369	0.0003401877771284971	-0.00038856413789019805	-0.0005961616051626343	-0.0007041015807448164	0.0009651276298609239
590.0	0.0009563798852707137	0.0012274827275880825	0.0003009754846817814	-0.0003457574867452075	-0.0005505718328077465	-0.0007098413006920246	0.0007456064496832953
591.0	0.0009486256809406004	0.001188906472851012	0.00030567249892853704	-0.000385733946078957	-0.0005418014836391833	-0.0006750659898754793	0.0006895286703926605
592.0	0.0009261858825014291	0.0012286702428924868	0.00034090632699008933	-0.0003446309959256031	-0.0005321888600839985	-0.0007087651032019229	0.000608920462314405
593.0	0.0010323289596007867	0.0012118908058639986	0.00040519321006133853	-0.0003043845511888043	-0.0005354376327180892	-0.0007342024984225293	0.0005459265515655431
