Wavelength (nm)	355 nm LED	375 nm LED	405 nm LED	420 nm LED	450 nm LED	470 nm LED	490 nm LED
383.0	0.4350426691321703	0.5061899221072117	0.003229961506595445	0.0004662717137627833	-0.00040914549598640307	-0.0004237820289478516	-0.00045088429258832735
384.0	0.38652595108366816	0.4506424988843814	0.0044122326538598815	0.0005067002176219443	-0.0003335873929867653	-0.000563030026417219	-0.0005129622918729598
385.0	0.3360561565330964	0.38891537796356956	0.006168140404516115	0.0005652151574180903	-0.00030622535936373216	-0.0005747187269347185	-0.00045806439852967866
386.0	0.2959343849619839	0.3398523113750139	0.008500884016281273	0.0008086566507518172	-0.00022233364206266572	-0.0004742636630669125	-0.000485139381350208
387.0	0.2613177452035355	0.2990644640346586	0.01214842560256061	0.001050067047001714	-0.00018997143985877325	-0.00042429023331817437	-0.00039793101127082815
388.0	0.22609425667480113	0.2579083502914306	0.016855794018023604	0.0013719475753349115	-0.0002316395113659296	-0.0004676570062526736	-0.00042365972422735024
389.0	0.19546049792593426	0.22289892886050408	0.022845192253201422	0.0016462424005611468	-0.00029830842577737587	-0.0004967940568180473	-0.0004936657571555666
390.0	0.16873350764649228	0.1925348552441075	0.030755211537863297	0.0021872879761308294	-0.0002721964342995545	-0.00045478249553774206	-0.00045193139137144185
391.0	0.15020225824743103	0.1716950784816539	0.04174320758796169	0.0026851001994875013	-0.0002630294585679815	-0.0005232206840750021	-0.0004003243799179484
392.0	0.12507096429499617	0.14232925756184242	0.05231403982119418	0.0036579957026436397	-0.0002827523457480316	-0.0005428712530609406	-0.00040152106424151
393.0	0.11411773378600905	0.13017045800507523	0.07084918177307459	0.004896578048146865	-0.00016219272552066971	-0.0004683346120797776	-0.0004643469912283655
394.0	0.09580292301191544	0.1079446953744244	0.08636170381274512	0.006215533806824698	-0.00020733313632008616	-0.0004427549921066964	-0.00042844646152159223
395.0	0.08711891300601621	0.09761801516368768	0.11409112465468478	0.008282513605805708	-0.00012885826831494544	-0.00047917630531340135	-0.0003452769010342201
396.0	0.07596011709208358	0.08519180789476173	0.14351266198734636	0.010652320308095396	-0.00014830336835161244	-0.00048798518106572526	-0.0004242580663891298
397.0	0.06499648815057879	0.07273305759021612	0.17618618523613214	0.013701430884319823	-4.368079337879557e-05	-0.000519774574440026	-0.00031407763116999676
398.0	0.05802381746781381	0.0635031037728911	0.22109437078479555	0.017987869223630996	1.3646536239521192e-05	-0.0004964552539044926	-0.00030055082444119496
399.0	0.05175181591095343	0.055902892727998005	0.27594234813912055	0.02356042587039947	0.00018254111941519012	-0.0004517332693157879	-0.0002659965645984169
